,code,name,sector,shares,stock price,asset per company,dividend yield,PER,PBR,sales,operationg income,operationg margin,current ratio,dividend,payout ratio
180,2009,鳥越製粉(株),食料品,0,824.00,0.0,1.70,19.03,0.59,"22,321.38","1,471.91",5.46,5.59,14.00,32.34
181,2053,中部飼料(株),食料品,0,"1,663.00",0.0,1.56,13.29,0.96,"186,982.00","5,477.00",2.68,2.56,26.00,20.76
182,2055,日和産業(株),食料品,0,268.00,0.0,1.87,20.34,0.30,"41,128.95",426.24,0.75,2.01,5.00,37.95
183,2060,フィード・ワン(株),食料品,0,175.00,0.0,2.57,7.40,0.96,"212,886.00","6,193.00",1.72,1.14,4.50,19.07
184,2107,東洋精糖(株),食料品,0,"1,192.00",0.0,2.52,8.94,0.73,"13,677.00","1,032.00",6.92,3.25,30.00,22.50
185,2108,日本甜菜製糖(株),食料品,0,"1,870.00",0.0,2.67,20.04,0.38,"57,997.00","1,955.00",2.54,2.74,50.00,85.73
186,2109,三井製糖(株),食料品,0,"2,141.00",0.0,3.39,8.33,0.67,"105,274.00","10,468.00",3.34,1.52,110.00,42.79
187,2112,塩水港精糖(株),食料品,0,232.00,0.0,2.16,7.49,0.71,"26,002.00","1,233.00",4.43,0.75,5.00,19.29
188,2114,フジ日本精糖(株),食料品,0,566.00,0.0,1.94,44.18,0.93,"19,634.49",985.31,0.89,2.48,11.00,85.86
189,2117,日新製糖(株),食料品,0,"2,050.00",0.0,3.37,19.38,0.88,"48,755.00","3,452.00",6.40,3.15,70.00,66.10
190,2120,(株)ＬＩＦＵＬＬ,サービス業,0,482.00,0.0,0.91,26.55,1.99,"39,297.01","3,552.40",10.43,1.70,4.40,25.02
191,2121,(株)ミクシィ,サービス業,0,"1,920.00",0.0,5.99,5.50,0.81,"144,032.00","39,063.00",26.47,12.92,120.00,34.09
192,2122,(株)インタースペース,サービス業,0,"1,121.00",0.0,1.25,17.05,1.53,"28,552.41",756.31,2.60,1.92,14.00,25.86
193,2124,ＪＡＣ　Ｒｅｃｒｕｉｔｍｅｎｔ,サービス業,0,"1,634.00",0.0,3.98,17.01,4.77,"23,064.00","5,568.00",23.98,2.35,65.00,68.65
194,2127,(株)日本Ｍ＆Ａセンター,サービス業,0,"3,930.00",0.0,0.59,72.66,23.25,"28,463.10","12,515.91",43.97,2.69,23.00,41.72
195,2130,(株)メンバーズ,サービス業,0,"1,615.00",0.0,0.71,34.02,6.09,"8,857.28",968.22,10.93,1.97,11.50,23.72
196,2134,燦キャピタルマネージメント(株),サービス業,0,108.00,0.0,--,--,2.85,"1,069.04",-460.90,-40.19,3.97,0.00,--
197,2136,(株)ヒップ,サービス業,0,779.00,0.0,3.08,9.11,1.23,"5,354.12",501.40,9.41,1.97,24.00,28.07
198,2138,クルーズ(株),情報・通信,0,"1,254.00",0.0,--,--,1.69,"30,282.35","-1,532.25",-5.06,3.50,0.00,--
199,2139,(株)中広,サービス業,0,540.00,0.0,2.22,13.83,1.65,"7,133.33",417.19,-0.73,1.67,12.00,30.73
200,2146,ＵＴグループ(株),サービス業,0,"2,814.00",0.0,1.31,22.87,8.81,"101,103.00","7,718.00",7.55,1.70,36.93,50.30
201,2148,アイティメディア(株),サービス業,0,998.00,0.0,1.00,52.29,3.60,"4,950.16",626.27,13.97,5.29,10.00,56.91
202,2150,(株)ケアネット,サービス業,0,840.00,0.0,0.71,34.31,4.00,"2,902.36",436.35,16.17,3.06,6.00,24.36
203,2151,(株)タケエイ,サービス業,0,"1,066.00",0.0,1.88,89.65,0.94,"32,271.00",902.00,3.65,1.47,20.00,169.45
204,2152,幼児活動研究会(株),サービス業,0,"1,047.00",0.0,1.34,15.07,1.73,"6,801.48","1,276.32",18.47,5.48,14.00,20.16
205,2153,Ｅ・Ｊホールディングス(株),サービス業,0,"1,690.00",0.0,1.95,8.93,0.63,"26,172.00","1,416.00",5.38,2.82,33.00,17.79
206,2154,(株)ビーネックスグループ,サービス業,0,"1,059.00",0.0,3.31,12.15,2.91,"81,596.00","5,602.00",6.97,1.60,35.00,39.99
207,2156,セーラー広告(株),サービス業,0,308.00,0.0,1.62,13.28,0.62,"8,791.91",137.97,1.47,1.20,5.00,21.57
208,2157,(株)コシダカホールディングス,サービス業,0,"1,544.00",0.0,0.78,20.16,3.95,"65,840.27","8,828.64",13.24,1.38,12.00,15.86
209,2158,(株)ＦＲＯＮＴＥＯ,サービス業,0,311.00,0.0,0.96,236.77,2.59,"11,262.07",230.71,2.42,1.45,3.00,218.89
210,2159,(株)フルスピード,サービス業,0,483.00,0.0,0.62,13.23,2.07,"20,566.91",996.38,5.13,2.24,3.00,8.22
211,2160,(株)ジーエヌアイグループ,医薬品,0,"1,851.00",0.0,--,--,8.54,"5,018.94",364.70,11.33,2.94,0.00,--
212,2162,ｎｍｓホールディングス(株),サービス業,0,452.00,0.0,1.11,18.66,1.35,"57,759.36",694.26,0.85,1.02,5.00,20.64
213,2163,(株)アルトナー,サービス業,0,869.00,0.0,2.07,17.07,3.96,"6,331.69",792.36,12.38,4.76,15.50,30.44
214,2164,(株)地域新聞社,サービス業,0,666.00,0.0,0.45,55.22,2.69,"3,992.16",45.26,0.57,1.80,3.00,24.87
215,2168,(株)パソナグループ,サービス業,0,"1,381.00",0.0,1.30,27.35,1.91,"326,984.00","8,894.00",2.82,1.36,18.00,36.05
216,2169,ＣＤＳ(株),サービス業,0,"1,441.00",0.0,3.47,11.51,1.75,"9,155.18","1,289.34",14.13,2.16,44.00,35.15
217,2170,(株)リンクアンドモチベーション,サービス業,0,496.00,0.0,1.45,27.02,6.81,"39,941.00","3,387.00",9.58,0.65,6.80,36.81
218,2173,(株)博展,サービス業,0,621.00,0.0,1.77,65.71,4.86,"12,873.46",253.87,2.05,1.21,10.00,102.54
219,2174,ＧＣＡ(株),サービス業,0,879.00,0.0,3.98,15.39,1.59,"26,690.00","3,493.00",13.03,1.74,35.00,54.57
220,2175,(株)エス・エム・エス,サービス業,0,"2,456.00",0.0,0.31,50.92,13.75,"30,836.00","5,534.00",14.47,1.69,7.50,15.46
221,2176,(株)イナリサーチ,サービス業,0,752.00,0.0,--,39.77,2.96,"2,585.05",60.51,3.61,1.28,0.00,0.00
222,2178,(株)トライステージ,サービス業,0,333.00,0.0,2.10,--,1.34,"53,843.89",-752.87,-0.45,2.09,7.00,--
223,2179,(株)成学社,サービス業,0,935.00,0.0,1.16,13.02,1.94,"11,890.71",659.65,3.00,0.90,10.70,14.90
224,2180,(株)サニーサイドアップグループ,サービス業,0,999.00,0.0,0.50,30.24,6.48,"14,627.96",745.57,4.35,1.70,5.00,15.20
225,2181,パーソルホールディングス(株),サービス業,0,"2,125.00",0.0,1.41,20.36,3.19,"925,818.00","42,691.00",4.60,1.45,25.00,24.01
226,2183,(株)リニカル,サービス業,0,"1,062.00",0.0,1.13,42.33,4.57,"11,313.47","1,164.23",9.84,1.78,12.00,47.68
227,2185,(株)シイエム・シイ,サービス業,0,"2,084.00",0.0,1.92,11.04,1.03,"19,251.21","2,117.70",10.97,4.19,40.00,21.20
228,2186,ソーバル(株),サービス業,0,"1,250.00",0.0,2.32,24.43,3.16,"8,190.80",631.98,7.58,4.49,27.00,52.77
229,2191,テラ(株),サービス業,0,170.00,0.0,--,--,4.82,516.21,-920.79,-168.68,3.95,0.00,--
230,2193,クックパッド(株),サービス業,0,317.00,0.0,--,--,1.46,"11,753.45",269.08,2.61,17.79,0.00,--
231,2195,アミタホールディングス(株),サービス業,0,"2,980.00",0.0,--,143.39,13.05,"4,704.18",124.63,2.90,0.93,0.00,0.00
232,2196,(株)エスクリ,サービス業,0,757.00,0.0,1.85,8.41,1.23,"33,302.83","1,569.15",4.92,0.87,12.00,13.28
233,2198,アイ・ケイ・ケイ(株),サービス業,0,743.00,0.0,1.62,16.34,1.72,"20,189.55","2,013.25",9.51,1.37,12.00,26.62
234,2201,森永製菓(株),食料品,0,"4,950.00",0.0,1.33,20.03,2.58,"205,368.00","16,999.00",7.98,1.66,66.00,25.91
235,2204,(株)中村屋,食料品,0,"4,030.00",0.0,2.11,31.25,0.88,"38,743.77","1,155.12",0.11,1.00,85.00,65.91
236,2206,江崎グリコ(株),食料品,0,"4,705.00",0.0,1.38,26.14,1.45,"350,270.00","18,798.00",4.22,2.20,60.00,33.36
237,2207,名糖産業(株),食料品,0,"1,405.00",0.0,1.42,42.39,0.54,"23,681.00",692.00,0.87,1.89,20.00,60.18
238,2208,(株)ブルボン,食料品,0,"1,825.00",0.0,1.21,14.07,0.95,"117,572.00","4,550.00",3.70,1.50,22.00,16.94
239,2209,井村屋グループ(株),食料品,0,"1,952.00",0.0,1.23,20.33,1.62,"45,108.13","1,788.97",3.28,0.89,24.00,25.00
240,2211,(株)不二家,食料品,0,"2,310.00",0.0,0.65,43.46,1.27,"105,241.00","2,556.00",1.97,1.95,15.00,28.18
241,2212,山崎製パン(株),食料品,0,"2,044.00",0.0,--,32.06,1.36,"1,061,152.00","23,345.00",2.12,1.17,20.00,31.37
242,2215,第一屋製パン(株),食料品,0,928.00,0.0,--,--,0.72,"25,145.00",-478.00,-2.58,1.55,0.00,--
243,2216,カンロ(株),食料品,0,"1,564.00",0.0,1.92,16.93,1.02,"24,039.07",880.91,3.27,1.44,30.00,32.45
244,2217,モロゾフ(株),食料品,0,"5,010.00",0.0,2.00,12.78,1.11,"29,547.10","2,145.61",7.09,1.82,100.00,25.48
245,2220,亀田製菓(株),食料品,0,"4,875.00",0.0,1.05,23.35,2.02,"100,041.00","6,391.00",5.10,0.95,51.00,24.42
246,2221,岩塚製菓(株),食料品,0,"4,115.00",0.0,0.53,17.59,0.41,"22,977.31","1,839.22",-0.19,2.32,22.00,9.44
247,2222,寿スピリッツ(株),食料品,0,"6,660.00",0.0,0.60,52.18,11.33,"40,768.89","5,907.89",14.40,2.27,40.00,31.34
248,2224,(株)コモ,食料品,0,"2,573.00",0.0,0.27,58.02,6.57,"5,792.93",236.77,3.95,0.66,7.00,15.79
249,2226,(株)湖池屋,食料品,0,"4,800.00",0.0,0.83,69.52,2.10,"33,965.43",720.89,1.97,1.56,40.00,57.94
250,2229,カルビー(株),食料品,0,"3,170.00",0.0,1.51,21.81,2.75,"248,655.00","28,469.00",10.31,3.29,48.00,33.08
251,2264,森永乳業(株),食料品,0,"4,255.00",0.0,1.29,15.05,1.26,"583,582.00","20,230.00",3.40,0.86,55.00,19.41
252,2266,六甲バター(株),食料品,0,"1,615.00",0.0,1.24,32.10,1.16,"53,947.14","1,457.53",2.84,0.85,20.00,39.75
253,2267,(株)ヤクルト本社,食料品,0,"5,370.00",0.0,0.88,24.65,2.41,"407,017.00","55,801.00",10.38,2.14,44.00,20.21
254,2268,Ｂ−Ｒ　サーティワン　アイスクリーム(株),食料品,0,"4,005.00",0.0,0.75,87.85,4.04,"19,317.99",747.60,2.41,1.37,30.00,65.81
255,2269,明治ホールディングス(株),食料品,0,"7,090.00",0.0,2.05,16.62,1.95,"1,254,380.00","94,586.00",6.92,1.45,140.00,32.82
256,2270,雪印メグミルク(株),食料品,0,"2,455.00",0.0,1.63,15.48,1.00,"603,378.00","15,273.00",2.17,1.26,40.00,25.18
257,2281,プリマハム(株),食料品,0,"2,567.00",0.0,2.34,15.58,1.50,"413,023.00","13,944.00",3.06,1.11,60.00,36.43
258,2282,日本ハム(株),食料品,0,"4,775.00",0.0,1.88,26.31,1.23,"1,234,180.00","30,267.00",1.99,1.53,90.00,47.35
259,2286,林兼産業(株),食料品,0,700.00,0.0,2.14,7.20,0.80,"44,401.43","1,190.59",2.30,0.95,15.00,15.44
260,2288,丸大食品(株),食料品,0,"2,075.00",0.0,1.69,36.12,0.70,"243,030.00","2,475.00",0.80,1.24,35.00,60.83
261,2291,福留ハム(株),食料品,0,"2,085.00",0.0,0.72,--,1.18,"25,737.00",-131.00,-0.87,0.88,15.00,--
262,2292,Ｓ　ＦＯＯＤＳ(株),食料品,0,"2,741.00",0.0,2.12,12.08,1.09,"338,781.00","11,250.00",3.21,2.00,56.00,24.66
263,2293,滝沢ハム(株),食料品,0,"3,215.00",0.0,0.47,71.54,1.76,"31,922.77",151.51,0.31,0.94,15.00,33.39
264,2294,(株)柿安本店,食料品,0,"3,125.00",0.0,2.08,20.07,2.25,"44,342.00","2,308.00",5.17,2.78,65.00,41.72
265,2296,伊藤ハム米久ホールディングス(株),食料品,0,694.00,0.0,2.45,19.39,0.92,"850,721.00","16,304.00",1.70,1.65,17.00,47.42
266,2300,(株)きょくとう,サービス業,0,616.00,0.0,1.79,26.86,0.89,"6,679.90",216.94,1.75,1.66,11.00,47.96
267,2301,(株)学情,サービス業,0,"2,254.00",0.0,1.64,23.58,3.02,"7,028.38","2,032.70",27.57,5.85,37.00,38.50
268,2303,(株)ドーン,情報・通信,0,"2,249.00",0.0,0.33,45.82,4.85,893.40,205.83,22.42,10.14,7.50,15.29
269,2304,(株)ＣＳＳホールディングス,サービス業,0,377.00,0.0,2.65,--,0.72,"18,445.75",-2.31,1.18,1.21,10.00,--
270,2305,(株)スタジオアリス,サービス業,0,"1,896.00",0.0,2.64,15.81,1.38,"39,643.80","3,417.23",8.58,2.51,50.00,41.69
271,2309,シミックホールディングス(株),サービス業,0,"1,650.00",0.0,1.94,16.68,1.34,"74,373.00","3,446.00",5.37,1.56,32.00,32.11
272,2311,(株)エプコ,サービス業,0,"1,265.00",0.0,2.17,38.95,3.76,"3,899.33",457.55,14.89,3.43,27.50,84.68
273,2315,(株)カイカ,情報・通信,0,28.00,0.0,--,--,1.86,"7,600.51","-1,733.29",-16.45,2.28,0.00,--
274,2317,(株)システナ,情報・通信,0,"1,714.00",0.0,1.14,36.47,8.24,"59,742.00","6,699.00",11.54,2.21,16.00,34.03
275,2321,(株)ソフトフロントホールディングス,情報・通信,0,124.00,0.0,--,--,20.01,471.46,-278.49,-69.43,4.80,0.00,--
276,2323,(株)ｆｏｎｆｕｎ,情報・通信,0,384.00,0.0,--,--,3.42,538.18,0.02,0.48,3.26,0.00,--
277,2325,(株)ＮＪＳ,サービス業,0,"1,774.00",0.0,2.82,8.97,0.95,"18,265.34","2,841.04",15.54,3.54,45.00,22.76
278,2326,デジタルアーツ(株),情報・通信,0,"5,720.00",0.0,0.96,40.62,10.21,"5,841.29","2,563.23",43.85,3.84,48.00,34.02
279,2327,日鉄ソリューションズ(株),情報・通信,0,"3,235.00",0.0,1.85,17.71,2.08,"265,278.00","26,106.00",9.26,2.20,55.00,29.82
280,2329,(株)東北新社,情報・通信,0,685.00,0.0,2.34,--,0.44,"62,496.00",118.00,-2.13,3.30,16.00,--
281,2330,(株)フォーサイド,情報・通信,0,138.00,0.0,--,--,2.51,"3,920.84",-561.89,-13.89,1.48,0.00,--
282,2331,ＡＬＳＯＫ,サービス業,0,"5,790.00",0.0,1.20,26.32,2.51,"443,535.00","34,474.00",7.18,2.25,66.00,30.01
283,2332,(株)クエスト,情報・通信,0,"1,337.00",0.0,2.47,15.41,1.58,"9,551.51",650.67,6.38,3.00,33.00,38.03
284,2334,(株)イオレ,サービス業,0,"2,598.00",0.0,--,107.76,5.23,"1,955.89",73.93,3.89,3.30,0.00,0.00
285,2335,(株)キューブシステム,情報・通信,0,760.00,0.0,3.16,17.57,1.93,"14,325.33",959.93,6.43,2.74,16.00,37.34
286,2337,いちご(株),不動産業,0,408.00,0.0,1.72,13.11,2.00,"83,540.00","23,079.00",30.88,9.93,7.00,22.24
287,2338,(株)ビットワングループ,情報・通信,0,263.00,0.0,--,--,4.17,618.79,"-1,116.06",-180.85,10.16,0.00,--
288,2340,(株)極楽湯ホールディングス,サービス業,0,421.00,0.0,1.43,"3,262.30",0.97,"15,990.27",167.37,0.76,0.64,6.00,"4,350.99"
289,2341,(株)アルバイトタイムス,サービス業,0,204.00,0.0,3.43,14.69,1.07,"5,469.33",532.82,9.55,5.77,7.00,50.40
290,2342,(株)トランスジェニック,サービス業,0,386.00,0.0,--,32.42,1.37,"8,674.50",202.88,2.50,2.56,0.00,0.00
291,2344,平安レイサービス(株),サービス業,0,895.00,0.0,2.79,8.50,0.63,"10,067.60","2,118.99",19.67,7.28,24.00,26.61
292,2345,アイスタディ(株),情報・通信,0,745.00,0.0,0.63,--,2.19,--,--,--,3.90,--,--
293,2349,(株)エヌアイデイ,情報・通信,0,"1,400.00",0.0,1.50,11.00,1.25,"17,964.98","2,132.48",10.84,4.77,21.00,16.50
294,2351,(株)ＡＳＪ,情報・通信,0,"1,755.00",0.0,0.11,--,4.88,"2,315.93",-420.27,-18.27,1.84,2.00,--
295,2352,(株)エイジア,情報・通信,0,"1,545.00",0.0,1.29,47.86,4.51,"1,703.76",206.81,12.21,4.25,20.00,60.98
296,2353,日本駐車場開発(株),不動産業,0,148.00,0.0,2.87,17.60,5.12,"24,381.60","3,942.25",16.16,2.72,4.25,50.10
297,2354,(株)ＹＥ　ＤＩＧＩＴＡＬ,情報・通信,0,584.00,0.0,1.03,52.42,3.56,"12,451.47",392.41,3.09,2.28,6.00,53.29
298,2359,(株)コア,情報・通信,0,"1,379.00",0.0,1.45,15.70,1.91,"20,464.92","1,608.22",7.56,1.64,20.00,28.33
299,2362,(株)夢真ホールディングス,サービス業,0,847.00,0.0,4.13,26.14,5.42,"52,505.28","3,614.59",7.19,1.72,35.00,107.73
300,2370,(株)メディネット,サービス業,0,60.00,0.0,--,--,2.80,"1,059.02",-788.67,-77.06,5.63,0.00,--
301,2371,(株)カカクコム,サービス業,0,"3,010.00",0.0,1.26,37.78,15.49,"54,832.00","24,839.00",45.72,3.74,36.00,45.12
302,2372,(株)アイロムグループ,サービス業,0,"1,567.00",0.0,1.91,20.70,2.97,"10,578.00","1,178.00",11.45,2.02,20.00,25.22
303,2373,(株)ケア２１,サービス業,0,"1,599.00",0.0,2.00,24.12,1.67,"30,964.52",520.01,2.41,1.07,32.00,48.59
304,2374,セントケア・ホールディング(株),サービス業,0,475.00,0.0,2.95,12.81,1.11,"41,104.38","1,624.16",4.66,1.79,14.00,37.32
305,2375,ギグワークス(株),サービス業,0,"1,801.00",0.0,0.78,27.29,3.65,"17,584.87",793.63,4.42,1.67,14.00,20.85
306,2376,(株)サイネックス,サービス業,0,708.00,0.0,1.77,14.64,0.61,"13,928.51",542.95,1.44,1.99,12.50,25.85
307,2378,(株)ルネサンス,サービス業,0,"1,772.00",0.0,1.98,12.22,1.89,"46,070.48","3,693.21",8.31,0.65,35.00,23.83
308,2379,ディップ(株),サービス業,0,"3,515.00",0.0,1.51,21.86,7.57,"42,176.46","12,608.73",30.28,2.89,50.00,32.03
309,2384,ＳＢＳホールディングス(株),陸運業,0,"1,922.00",0.0,1.56,12.56,1.69,"255,548.00","9,900.00",3.83,1.02,30.00,19.60
310,2385,(株)総医研ホールディングス,サービス業,0,488.00,0.0,0.82,23.06,2.56,"7,568.17",874.62,11.41,4.85,4.00,18.90
311,2388,(株)ウェッジホールディングス,その他金融業,0,137.00,0.0,--,--,0.65,"9,318.91",212.65,6.43,3.01,0.00,--
312,2389,(株)オプトホールディング,サービス業,0,"1,888.00",0.0,0.90,22.43,1.59,"89,953.00","2,645.00",2.17,2.89,17.00,20.19
313,2391,(株)プラネット,サービス業,0,"1,413.00",0.0,2.87,19.08,2.10,"3,026.12",722.91,23.39,5.42,40.50,54.69
314,2393,(株)日本ケアサプライ,サービス業,2,"1,389.00",2778.0,3.31,15.15,1.68,"17,379.32","2,087.58",11.93,1.64,46.00,50.19
315,2395,(株)新日本科学,サービス業,0,673.00,0.0,0.45,14.37,0.99,"15,658.68","1,650.70",2.23,0.66,3.00,6.40
316,2397,(株)ＤＮＡチップ研究所,サービス業,0,748.00,0.0,--,--,4.95,360.81,-104.59,-27.94,9.11,0.00,--
317,2402,(株)アマナ,サービス業,0,784.00,0.0,--,183.67,2.26,"22,290.23",237.29,1.42,0.94,0.00,0.00
318,2404,(株)鉄人化計画,サービス業,0,370.00,0.0,--,17.08,5.19,"7,165.77",166.17,2.50,1.31,0.00,0.00
319,2405,(株)フジコー,サービス業,0,596.00,0.0,1.01,16.78,1.21,"3,922.14",222.74,6.94,1.41,12.00,32.38
320,2406,(株)アルテ　サロン　ホールディングス,サービス業,0,564.00,0.0,1.33,21.53,1.90,"8,500.09",426.86,4.90,1.06,7.50,28.54
321,2408,(株)ＫＧ情報,サービス業,0,348.00,0.0,2.87,--,0.43,"2,467.73",-302.31,-13.01,8.81,10.00,--
322,2410,(株)キャリアデザインセンター,サービス業,0,"1,202.00",0.0,3.33,11.25,1.88,"12,154.76","1,049.56",8.57,3.03,40.00,42.12
323,2411,ゲンダイエージェンシー(株),情報・通信,0,421.00,0.0,5.94,14.60,1.14,"12,072.00",687.00,5.73,3.68,25.00,86.41
324,2412,(株)ベネフィット・ワン,サービス業,0,"2,009.00",0.0,0.95,62.69,16.33,"34,461.00","7,613.00",21.87,2.02,19.00,78.15
325,2413,エムスリー(株),サービス業,0,"3,260.00",0.0,0.21,107.93,21.39,"113,059.00","30,942.00",27.24,2.29,7.00,23.16
326,2415,ヒューマンホールディングス(株),サービス業,0,"1,300.00",0.0,1.73,11.61,1.32,"84,313.29","2,042.97",2.30,1.30,22.50,20.10
327,2417,(株)ツヴァイ,サービス業,0,655.00,0.0,4.58,--,0.78,"3,530.54",-152.59,-5.66,5.04,30.00,--
328,2418,(株)ツカダ・グローバルホールディング,サービス業,0,570.00,0.0,1.75,11.31,0.76,"60,197.00","4,389.00",6.46,2.00,10.00,19.64
329,2424,(株)ブラス,サービス業,0,754.00,0.0,1.59,11.66,1.19,"10,390.30",560.51,5.17,0.44,12.00,18.55
330,2425,(株)ケアサービス,サービス業,0,631.00,0.0,1.07,25.24,1.62,"8,906.49",171.04,1.86,1.92,6.75,27.00
331,2427,(株)アウトソーシング,サービス業,0,967.00,0.0,2.17,13.60,2.20,"311,311.00","13,037.00",4.70,1.39,21.00,34.25
332,2428,ウェルネット(株),サービス業,0,700.00,0.0,7.14,35.13,1.76,"10,032.14",537.58,5.09,1.34,50.00,250.16
333,2429,(株)ワールドホールディングス,サービス業,0,"2,029.00",0.0,2.60,11.64,1.50,"136,319.00","4,764.00",3.40,1.46,52.70,30.02
334,2432,(株)ディー・エヌ・エー,サービス業,0,"1,604.00",0.0,1.25,18.36,0.93,"124,116.00","18,069.00",12.03,4.19,20.00,45.75
335,2433,(株)博報堂ＤＹホールディングス,サービス業,0,"1,516.00",0.0,1.91,11.95,2.00,"1,445,614.00","85,866.00",5.59,1.44,28.00,22.03
336,2435,(株)シダー,サービス業,0,210.00,0.0,0.95,146.83,2.23,"14,258.60",120.27,2.78,0.64,2.00,139.84
337,2436,共同ピーアール(株),サービス業,0,"1,335.00",0.0,0.75,15.23,3.48,"5,317.94",432.31,8.13,2.13,5.00,5.43
338,2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ(株),サービス業,0,435.00,0.0,0.69,--,1.51,"2,932.46",-16.01,-2.99,1.67,3.00,--
339,2438,(株)アスカネット,サービス業,0,"1,412.00",0.0,0.78,39.70,4.38,"6,295.99",864.27,13.66,4.10,11.00,30.93
340,2440,(株)ぐるなび,サービス業,0,884.00,0.0,0.79,71.25,2.21,"32,728.55","1,267.27",3.65,3.06,8.00,64.41
341,2445,(株)タカミヤ,サービス業,0,615.00,0.0,1.79,16.60,1.82,"42,182.13","2,581.44",6.22,1.12,11.00,28.79
342,2449,(株)プラップジャパン,サービス業,0,"1,443.00",0.0,2.70,14.19,1.35,"6,115.37",694.35,11.21,5.98,39.00,38.35
343,2453,ジャパンベストレスキューシステム(株),サービス業,0,869.00,0.0,1.73,16.92,3.51,"12,010.58","1,803.25",12.27,2.28,15.00,29.02
344,2454,(株)オールアバウト,サービス業,0,740.00,0.0,0.27,--,2.77,"14,870.20",14.80,0.09,2.94,2.00,--
345,2459,アウンコンサルティング(株),サービス業,0,225.00,0.0,--,74.95,2.23,"1,879.39",25.28,-0.01,2.93,0.00,0.00
346,2461,(株)ファンコミュニケーションズ,サービス業,0,456.00,0.0,4.17,13.88,1.64,"34,200.49","3,676.79",10.64,4.05,19.00,57.84
347,2462,ライク(株),サービス業,0,"1,978.00",0.0,1.42,23.68,4.22,"47,797.84","3,741.39",3.62,1.26,26.00,30.79
348,2464,(株)ビジネス・ブレークスルー,サービス業,0,402.00,0.0,2.49,23.92,1.19,"5,360.65",464.86,8.38,0.84,10.00,58.77
349,2468,(株)フュートレック,サービス業,0,499.00,0.0,--,--,1.64,"3,101.96",-256.23,-5.41,3.12,0.00,--
350,2469,ヒビノ(株),サービス業,0,"2,229.00",0.0,1.57,22.75,2.24,"33,910.05","1,726.53",4.18,1.43,35.00,35.70
351,2471,(株)エスプール,サービス業,0,888.00,0.0,0.16,64.81,23.12,"17,522.00","1,680.00",9.47,1.09,1.40,10.22
352,2475,ＷＤＢホールディングス(株),サービス業,0,"2,691.00",0.0,0.91,18.27,3.28,"41,569.78","4,655.92",11.09,3.03,22.50,15.27
353,2477,手間いらず(株),サービス業,0,"6,310.00",0.0,0.52,70.35,12.25,"1,358.58",883.59,65.06,12.19,20.00,22.30
354,2479,(株)ジェイテック,サービス業,0,207.00,0.0,0.97,19.47,1.96,"3,125.72",143.97,4.63,2.68,2.00,18.81
355,2480,システム・ロケーション(株),サービス業,0,"1,591.00",0.0,1.32,23.25,2.56,930.86,357.20,33.62,10.61,21.00,30.68
356,2481,(株)タウンニュース社,サービス業,0,460.00,0.0,2.61,10.76,0.73,"3,121.98",349.86,10.35,5.08,12.00,28.06
357,2483,(株)翻訳センター,サービス業,0,"1,859.00",0.0,1.88,9.92,1.42,"12,008.76",954.50,7.55,2.64,35.00,18.43
358,2484,(株)出前館,情報・通信,0,980.00,0.0,0.37,--,14.13,"6,666.18",-24.72,-0.72,1.32,3.60,--
359,2485,(株)ティア,サービス業,0,609.00,0.0,1.81,16.90,1.53,"12,779.00","1,151.00",9.05,1.72,11.00,31.10
360,2487,(株)ＣＤＧ,サービス業,0,"1,412.00",0.0,2.12,21.36,1.59,"10,260.86",597.40,3.44,4.53,30.00,45.30
361,2488,日本サード・パーティ(株),サービス業,0,"1,038.00",0.0,1.93,34.17,2.90,"5,472.09",246.45,4.34,3.27,20.00,65.83
362,2489,(株)アドウェイズ,サービス業,0,358.00,0.0,0.96,18.79,1.22,"41,857.48","1,113.03",1.29,2.45,3.44,18.04
363,2491,バリューコマース(株),サービス業,0,"2,675.00",0.0,1.23,25.85,7.52,"25,694.60","4,906.97",19.01,2.09,33.00,31.87
364,2492,(株)インフォマート,サービス業,0,902.00,0.0,0.41,121.65,18.54,"8,540.70","2,240.27",26.34,5.04,3.71,49.97
365,2493,イーサポートリンク(株),サービス業,0,965.00,0.0,0.52,47.91,1.05,"5,562.12",198.19,3.70,3.70,5.00,24.82
366,2497,ユナイテッド(株),サービス業,0,"1,184.00",0.0,4.05,3.91,0.68,"27,580.57","10,348.08",37.64,7.76,61.00,20.06
367,2498,(株)オリエンタルコンサルタンツホールディングス,サービス業,0,"2,912.00",0.0,1.29,12.27,1.54,"63,210.79","2,069.61",3.80,1.18,37.50,16.32
368,2499,日本和装ホールディングス(株),サービス業,0,373.00,0.0,2.68,8.19,1.15,"5,659.72",679.34,11.96,1.96,10.00,22.02
369,2501,サッポロホールディングス(株),食料品,0,"2,684.00",0.0,1.56,28.19,1.20,"491,896.00","11,588.00",2.48,0.74,42.00,41.60
370,2502,アサヒグループホールディングス(株),食料品,0,"5,011.00",0.0,2.00,16.14,1.84,"2,089,048.00","197,391.00",9.64,0.68,100.00,32.21
